0.00
3.00
6.00
9.00
12.00
15.00
18.00
21.00
24.00
27.00
30.00
33.00
36.00
39.00
42.00
45.00
48.00
54.00
57.00
60.00
63.00
66.00
69.00
72.00
75.00
78.00
81.00
84.00
87.00
90.00

